Name,i,x0_ 1,x0_ 2,x0_ 3,x0_ 4,x0_ 5,x0_ 6,x0_ 7,x0_ 8,x0_ 9,x0_10,x0_11,x0_12,x0_13,BW,EGPb,Gb,Ib,kabs,kmax,kmin,b,d,Vg,Vi,Ipb,Vmx,Km0,k2,k1,p2u,m1,m5,CL,HEb,m2,m4,m30,Ilb,ki,kp2,kp3,f,Gpb,ke1,ke2,Fsnc,Gtb,Vm0,Rdb,PCRb,kd,ksc,ka1,ka2,dosekempt,u2ss,isc1ss,isc2ss,kp1
adult#000,0,0,0,0,318.29498655399533,65.96646394417527,4.404958630419787,0,91.50611927071566,91.54448354435664,3.4113632547526045,70.40213945114479,66.94035840951338,318.2816422294352,73.68253402827283,2.3499079775796763,152.95898612909303,91.52234644615325,0.17992617398269536,0.039665694795160245,0.009202816398839167,0.8377524533700405,0.1368228205992387,2.081196409957452,0.048040677755909166,4.407399113738709,0.05389090581640197,246.16724408077488,0.15532183052001222,0.036385324777660016,0.016315488182686206,0.1606560625817998,0.02360757425087163,1.103203144844543,0.6006375049461049,0.31131253509520196,0.124549240122181,0.2410648269974811,3.4088359719467642,0.007893008442063717,0.0034587541877298686,0.004795484300677619,0.9001952798239008,318.3009463295334,-0.0019671375732679326,338.9986074288266,1.0009292146136233,65.99598497910998,6.3842546314278374,2.3499778042965946,0.015366765882406,0.01609755983819096,0.08920786215978097,0.003383908957039949,0.016930464361162394,90000.00020800592,1.3714731152345785,70.4019813405249,66.96267075033643,3.8848013146874973
adult#001,1,0,0,0,262.9198187013841,56.88643138526295,4.862185604204293,0,140.36058835750154,140.37956385261077,5.072585398955767,89.49782190911229,94.33331404676804,262.9671320164376,83.4164012333086,2.886524956026709,145.7859538703785,140.39172444574956,0.16704652150655636,0.04258332123062305,0.004863635793858243,0.8691081023559495,0.22229249780929106,1.8060243179553237,0.033740739164692696,4.860878328043909,0.07951954263970717,244.57980289723534,0.24467954581974222,0.0597628234721732,0.04272308445014246,0.1433070765896427,0.008664331116971447,1.0800763196178078,0.6012413263976364,0.3774089611700354,0.15096010644151997,0.21496804082686619,5.070285283698645,0.018049108365862196,0.002358431576213644,0.01054987757182553,0.8986130518852209,262.983420775395,-0.00013898921938716485,338.99999980053826,0.9999706574499916,56.928721221457764,9.915977013015597,2.8863316638038596,0.01975804647174009,0.016223414758721653,0.09412101794447249,0.004260294280235925,0.015300619398483133,90000.00099303904,1.8299662128126157,89.49254945388103,94.31625165426908,4.925769756802189
adult#002,2,0,0,0,282.1839451034314,60.05531944062362,4.703771633101997,0,123.45483596524382,123.4530908070002,4.497540614728538,82.87055647117263,84.86638962306439,282.11103271496654,80.0424325097006,2.7005187015489187,148.2810477610711,123.42880669132423,0.17165825125195233,0.041588442144494614,0.0063683600450286605,0.8582629238957822,0.1927046831610916,1.9014848337373502,0.03868244846027435,4.703545682838764,0.07069374731274619,245.1026869065168,0.21376177773985183,0.05164664076120267,0.03356962633474898,0.14938846295929145,0.013817998413519642,1.0881641505438422,0.5997278098420307,0.35457410511995746,0.1418072739144886,0.22403183127658766,4.49577120712807,0.014532900953922085,0.002739645393701618,0.008558273112853244,0.9002115557700509,282.12069971857863,-0.0018858715334896712,338.99963047517565,1.000990583306603,60.056044566567024,8.693695117710991,2.700539516208885,0.018237406515595096,0.016175643236177515,0.09240872805773591,0.003956385566785297,0.015869339333501608,89999.99927900068,1.6711709880276802,82.82374810114297,84.83574527352366,4.563892468484398
adult#003,3,0,0,0,288.26999665875627,61.013011312485744,4.656522737531186,0,117.98787394373119,118.00101283547875,4.313434971368666,80.76069395941053,81.7796915734949,288.32238061935095,78.95549794592333,2.640526541891285,149.0672529512208,118.01044070674514,0.17332672355297554,0.04123520578958011,0.006842493011442161,0.854663076057329,0.18313740128014852,1.9322364838467192,0.040295922231462736,4.652313597209982,0.06780762461176061,245.28429555127028,0.20370488340227094,0.04908574433218103,0.030593566537484504,0.15127819732606287,0.015510338256829865,1.0905935889588496,0.6007538723632107,0.3471425941007883,0.1388735238606558,0.22694900850405852,4.311728240817778,0.013392412995996396,0.0028635019830788215,0.007908993486407057,0.8995295240778227,288.3362416589452,-0.0010884985376471063,339.00145489879975,0.9991061211084377,60.99944136747908,8.299640303578691,2.6404942937397813,0.01774290619306733,0.01616486161528865,0.09185342452715604,0.0038579128470257965,0.01605553474335154,89999.99895970388,1.619992030238599,80.74730658126596,81.7532411045692,4.4475522153108855
adult#004,4,0,0,0,277.3286043649332,59.260458054146426,4.744467329298677,0,127.68984975543029,127.68401079115273,4.641287441248605,84.51797963865123,87.30527498061198,277.3278294181334,80.87291094577432,2.7473560065419846,147.65032967633502,127.6676874958673,0.17069783638815694,0.04181847371395772,0.005986056476908752,0.8610328022123431,0.200106314806637,1.8775354115814349,0.037430772555437135,4.742218875055146,0.07291003064187249,244.98719169538728,0.22146932867538283,0.05366139939765004,0.03584716442400175,0.1478716488985253,0.012533982983678034,1.0860475079358385,0.600556727125534,0.36031329255716676,0.14416456256182716,0.22162902419914016,4.640760212460043,0.015403693554750894,0.0026438366449815886,0.009046522100165093,0.9000464816938436,277.3388124333725,0.0012758368936499663,338.999814201673,0.9995565460271082,59.25781995235171,8.998382310162162,2.7467229164787414,0.018621884873308014,0.016190608315047927,0.0928211908292713,0.004032075379574926,0.0157272671902303,90000.00049952246,1.7106639251690952,84.54184627673288,87.22272297297478,4.653728418711553
adult#005,5,0,0,0,283.664737981847,60.316560931353536,4.693236153798861,0,122.09793972164253,122.07293640730256,4.448099837082598,82.31774409399432,84.0604433476296,283.68344611813643,79.76898478081031,2.6854117504798727,148.47205921928824,122.06555688001527,0.17190450823620815,0.04149057599986374,0.00648551005111539,0.8572539540490661,0.19038665442802735,1.909005362841874,0.03909196004755076,4.6915975913657,0.06999558273493535,245.1708935476733,0.21129701152891725,0.05098348477395584,0.03283200631865705,0.1497131034116927,0.014243556658913912,1.0888456247001526,0.6003106340386737,0.35251616085860576,0.14106463080032827,0.22463663967985265,4.450461854463464,0.014243558737764552,0.0027686126256155704,0.008395888018372238,0.9020407822704256,283.69200401278493,0.002135522320697443,338.9991909108583,1.0013218078131363,60.24946745557098,8.591433612979852,2.6853740012343312,0.018109194862457375,0.016174614272700505,0.09226908883078459,0.003932103910847667,0.01591644438667099,90000.00093755632,1.6577633422516,82.38461395949489,84.05295664895833,4.535743178254374
adult#006,6,0,0,0,329.87192688760547,67.7136540397533,4.311479201318022,0,81.31364492601068,81.30926303749955,3.0631770338288073,66.38280027048464,61.087762610442326,329.85206759642756,71.6518145293459,2.23754042928151,154.4514298441295,81.31089020775688,0.18251091910407252,0.03908422071863511,0.010102872708757251,0.8312243533758039,0.11918594800899032,2.138447925702691,0.05101715858624431,4.311399701425962,0.04854791613657841,246.4996125908884,0.13665369995846696,0.03151728923482193,0.010794754617938537,0.16425960364446315,0.026755707394428882,1.108085292710929,0.6000287652216185,0.2974490861453799,0.11899938554863518,0.24650003618125405,3.0666221269344773,0.0057644605660609905,0.003691480651628783,0.0035910219628849244,0.8981908188745359,329.84515433350583,0.0007609080995842841,338.99999528449115,0.9992254816015727,67.77122327098263,5.645248373985464,2.237979958114643,0.014447615655293896,0.016071687886691065,0.08816810119822131,0.003201443132815328,0.017276408897239935,89999.99991949047,1.275691956079028,66.4411458573168,61.102805232701314,3.6665939029700017
adult#007,7,0,0,0,326.0745080694742,67.33305145473378,4.342347368846973,0,84.65293254591217,84.65457889824995,3.179006422208478,67.70669059613799,63.00872092041877,326.0735317976599,72.33563173128313,2.2743518354322867,153.96131134081463,84.64692151538372,0.18170719154694165,0.039255316205784825,0.009800077017316411,0.8331306511899074,0.12488561025043,2.119688518617659,0.050036859161473886,4.341175174190244,0.05027870402296122,246.38613180708737,0.14274560980546813,0.03309494968543937,0.012600452846829101,0.1631526493595877,0.025702513092018747,1.1064674713525569,0.5998683938140565,0.3019338087787402,0.12080880727270545,0.24470886204873843,3.1784077249713545,0.006456337139949924,0.0036125299949694083,0.003990558423933259,0.8992869909108874,326.07413634637237,9.824158997600593e-05,338.9996335355644,0.9984728226397671,67.2134018331188,5.8880305876061305,2.2745788703714798,0.014743717085036656,0.01607945158621992,0.08853874273529472,0.003260998845626441,0.017159804855020087,89999.99971261054,1.3075819404620326,67.71535695094923,63.037722531288765,3.738608065906821
adult#008,8,0,0,0,289.4172826532888,61.188911330828134,4.643501311686534,0,116.97930979168157,116.96785791548703,4.277809650276771,80.33538126647997,81.18505224832339,289.4531262350883,78.77534524642934,2.6289985752409804,149.22763718891574,116.97010389579674,0.1734200069001132,0.04118442248597672,0.006936832008578859,0.8539701661096748,0.18139521160673927,1.9377592420082506,0.04058990307487436,4.643025548840878,0.06731722584377109,245.31841370423334,0.20189219740539188,0.048573157232195005,0.030055961525679447,0.1516354277707168,0.015849240521482278,1.0912683591106658,0.601600762905055,0.34577018452657204,0.13834236531039357,0.22738842247424151,4.275842624701193,0.013185128360533559,0.0028869800227364524,0.00778548085018593,0.8978318890123889,289.4406028507739,0.003035182211581019,339.000347346702,1.0001152407548752,61.16507574141376,8.224234209674803,2.6298557178632898,0.01765124040381691,0.01616132954749007,0.0917648894025159,0.0038421795572343275,0.01609205257382768,90000.00009560012,1.6106133843878083,80.34567842702407,81.2504849458212,4.4274723779020535
adult#009,9,0,0,0,269.0145206803989,57.8562214656682,4.809304921389565,0,135.06684940855146,135.01753857422096,4.8920086556088265,87.40452499512948,91.28071976572994,269.02354532280003,82.37128449092417,2.8270847612249663,146.56403926750497,135.00923594251418,0.16881370796397713,0.04224243317793291,0.005333511980467026,0.8653369878988657,0.21316586565435008,1.83614413893047,0.03530927700429526,4.81086696387681,0.07677925457832413,244.70439288294824,0.23497754588831143,0.057193697866833045,0.039835162402069045,0.1453008473154727,0.010265274283054734,1.0825643215140306,0.6007191040644719,0.37022199544164436,0.14808052526281767,0.2177407524643425,4.890653770501668,0.016940355026851928,0.0024804887532493434,0.009917111232908882,0.9012910348724883,269.0171438843219,0.0008134609375088837,338.99890078320624,0.9997900106026125,57.83431572016589,9.533232995188357,2.827731364295375,0.019279450108952823,0.016206244841114797,0.09360555283807044,0.004164778440226288,0.015487804300984004,90000.001007054,1.7798915053676634,87.40832612546795,91.27921318873322,4.8120419465048725
